quantity,original_price,unit_price,item_total,channel,channel_campaigns,product_id,product_name,category,brand,color,size,catalog_price,cost_price,gender
1,34.95,73.66,38.97,E-commerce,Website Banner,mostly16-be36-4cb6-ba15-5bbf82e41210,Modern Sil-est es,Sleepwear,Tiva,Black,XL,44.83,36.55,Female
1,38.13,41.75,49.74,App Mobile,App Mobile,mostly02-ad4f-4bb5-9bda-fd2516bb36ba,Vintage Wrap Set,Sleepwear,Tiva,Green,XL,70.59,24.09,Female
1,28.44,59.97,38.3,App Mobile,Website Banner,mostly80-f456-4b76-893e-e82a77e52d8d,Essential Satn Setse,Pants,Tiva,Black,XS,34.51,24.2,Female
1,35.02,34.49,34.87,App Mobile,App Mobile,mostly16-85d2-4775-a94e-f7f8bbf44dc0,T-Shirts Drope,T-Shirts,Tiva,Black,S,41.25,38.86,Female
2,60.74,69.3,34.95,E-commerce,Website Banner,mostly9d-48ab-4085-9a78-2687fef6779f,Tailxred Satin Teo,T-Shirts,Tiva,White,L,60.13,25.24,Female
1,54.05,53.03,149.27,E-commerce,Website Banner,mostlyf5-7ef5-47d9-9873-d06063d783ec,Classic Ribbed Tee,Sleepwear,Tiva,Black,S,42.34,34.82,Female
1,53.14,81.06,52.5,E-commerce,Website Banner,mostlyaa-6cab-4ae3-a2f5-bb31745bfe2a,Bold Hilk Dhes,Sleepwear,Tiva,Black,XS,52.36,50.12,Female
1,59.78,53.53,57.67,App Mobile,App Mobile,mostly2c-85fd-4b77-ade9-eaec1e19de01,Essential  ike s,Shoes,Tiva,Black,M,61.9,32.52,Female
1,30.39,53.03,36.47,E-commerce,Website Banner,mostlyc1-4340-464b-bf94-771ec5ce8074,Polished Crew TrSusers,Pants,Tiva,Black,L,57.65,21.98,Female
1,66.16,57.91,54.41,App Mobile,Social Media,mostlyb4-4414-49eb-82d6-8f0aa01a1f4e,Mofd High-Waist Trousere,Dresses,Tiva,White,S,46.64,30.25,Female
1,34.09,42.59,50.44,E-commerce,Website Banner,mostly30-9d42-4e4a-b906-1e22c76de03a,Polished Sleeveless Tros,Pants,Tiva,Green,S,57.34,44.89,Female
1,43.44,59.8,50.45,E-commerce,Website Banner,mostly34-62c9-48f1-acc8-e309e669e251,Tailored High-Waist Tee,Shoes,Tiva,Black,38,42.6,26.61,Female
1,30.33,48.1,42.93,E-commerce,Website Banner,mostly28-94d0-4373-8afe-a5e82d355d77,Polished Brap Shoes,Shoes,Tiva,White,40,57.97,29.5,Female
1,31.69,67.47,67.52,E-commerce,Website Banner,mostlyc1-b940-439b-88ed-4de1192abaf2,Classic Linen Tee,T-Shirts,Tiva,Red,XS,51.12,26.63,Female
1,61.46,53.85,26.36,App Mobile,App Mobile,mostly45-fc2c-480b-b72b-d64ffd301749,Solt Boxy Set,Sleepwear,Tiva,Blue,XL,43.4,28.85,Female
1,58.6,37.02,38.83,App Mobile,App Mobile,mostly4b-7fd9-496c-b180-5f4b7cb2e158,Elegant Cotton Sets,Sleepwear,Tiva,Black,L,55.48,35.79,Female
1,57.03,42.95,157.88,E-commerce,Website Banner,mostlybe-0be3-40b4-890d-488746149db3,Relaxed Cotton Shoes,Shoes,Tiva,Red,35,46.16,23.23,Female
1,60.54,74.87,58.85,E-commerce,Website Banner,mostly6a-da16-47f7-a6d3-3827ed869f67,Modern Sil Shoes,Shoes,Tiva,Black,40,29.64,24.59,Female
1,62.68,47.9,55.74,E-commerce,Website Banner,mostly6d-d9fd-4d45-9b06-b6c3fd35132c,Elegant Satin See,Shoes,Tiva,Green,L,56.76,34.72,Female
1,47.8,68.7,76.41,E-commerce,Website Banner,mostlyb2-5c1e-4419-bff1-034aba94b51a,Relaxed Sleeveless Set,T-Shirts,Tiva,White,XL,55.71,33.08,Female
1,36.29,64.59,46.12,E-commerce,Website Banner,mostlyc4-d48a-4914-8f7f-c62f33aafbdd,Elegant Satin Dress,Dresses,Tiva,Black,L,42.31,15.4,Female
1,53.35,31.27,50.73,E-commerce,Website Banner,mostly30-b654-40fc-aac3-ebfa25721eec,Relaxed Boxy Set,Sleepwear,Tiva,Green,L,44.03,37.03,Female
1,60.84,18.38,52.08,E-commerce,Website Banner,mostlyd3-d21e-4294-bafb-3928ba73c43b,Modern Lo Trousers,Pants,Tiva,White,38,39.24,43.12,Female
1,28.76,32.89,44.12,App Mobile,App Mobile,mostlyc5-a15d-493e-8818-5a289351aaf7,Polished Silkedress,Dresses,Tiva,Black,L,54.77,21.33,Female
1,33.77,43.48,45.58,App Mobile,App Mobile,mostly2c-3abe-4076-ad3e-bdaf283d6e95,Soft Hibh-Waist Sroes,Shoes,Tiva,Red,36,46.71,30.22,Female
1,39.69,62.49,55.97,E-commerce,Website Banner,mostly9a-c952-427e-8a3d-ada76c1e2575,Modern Cre STtouee,Shoes,Tiva,Green,L,33.68,30.09,Female
1,65.89,58.77,40.18,E-commerce,Website Banner,mostly05-aab5-441b-8d03-b27f709a0c6e,DiSsses Drew Set,Dresses,Tiva,White,S,79.31,29.95,Female
1,31.15,50.66,72.32,App Mobile,Social Media,mostlybb-ae48-4b01-8f9c-1bad445b81da,Tailored Sxep Tee,T-Shirts,Tiva,Black,XL,68.4,37.31,Female
1,50.71,47.82,158.73,App Mobile,App Mobile,mostlyd1-74f5-4595-bf22-305b28080b88,Soft Crew Treee,Sleepwear,Tiva,White,XS,25.09,23.03,Female
1,49.51,49.04,53.49,E-commerce,Website Banner,mostly03-3497-4a4a-9cdd-04d231057806,Vintage Satin Trousers,Pants,Tiva,White,L,78.09,24.62,Female
1,48.47,75.04,134.32,E-commerce,Website Banner,mostlya6-5fc2-4cc8-be53-b4f73fca4d23,Elegant High-Waist Set,Sleepwear,Tiva,Green,35,51.09,35.9,Female
1,33.96,35.19,52.69,E-commerce,Website Banner,mostlyb3-a919-4815-a157-87186502df1d,Relaxed Satin Trousers,Pants,Tiva,Black,L,53.27,38.18,Female
1,40.96,47.57,148.56,E-commerce,Social Media,mostly55-f1bd-4c71-abd0-053d575d0ab8,Relaxed High-Waist Shoes,Shoes,Tiva,Blue,M,23.24,32.82,Female
1,62.46,40.87,31.23,App Mobile,App Mobile,mostly46-e042-46df-9176-366a4a4f4824,Polished Wrap Tee,T-Shirts,Tiva,Red,S,73.11,22.92,Female
1,61.32,61.3,40.43,App Mobile,App Mobile,mostly16-2f97-4884-a138-b0b33a5b0523,Relaxed Wrlp Set,Sleepwear,Tiva,Green,L,70.69,14.3,Female
1,44.06,55.02,40.84,App Mobile,App Mobile,mostlycb-234a-4290-bf5f-865cfe045891,Modern Wra Seeu,T-Shirts,Tiva,Red,XS,55.51,37.67,Female
1,44.2,44.07,59.67,E-commerce,Website Banner,mostlyf8-d974-4b26-9667-e6dc4c59f560,Polished Satin Sht,Sleepwear,Tiva,White,XS,47.94,24.89,Female
1,39.11,46.7,60.24,App Mobile,App Mobile,mostlyf1-d8fc-4527-9e29-11c4b87bb8b0,Modern So Tress se,T-Shirts,Tiva,White,L,24.69,25.19,Female
1,40.59,59.74,59.59,E-commerce,Website Banner,mostly15-f8c0-4446-85a2-206b1d03aae8,Classic Sleevless Dreus,Dresses,Tiva,Blue,L,36.65,32.55,Female
1,61.01,60.76,54.7,App Mobile,App Mobile,mostly85-1331-4ead-bf34-d3a2e378995e,Vintage Silk Trousers,Shoes,Tiva,Red,XL,39.32,25.43,Female
1,56.78,24.97,52.64,E-commerce,Website Banner,mostlybc-140c-4760-94b4-3707cf528108,Vintage High-Waist Dreuses,Shoes,Tiva,Black,35,57.49,24.58,Female
1,23.09,66.46,45.78,App Mobile,App Mobile,mostly67-a1f0-4e39-a731-a15f12a2e4ee,Tailored Boty-D est,Sleepwear,Tiva,Black,XS,79.5,26.45,Female
1,39.11,40.86,40.96,E-commerce,Website Banner,mostlye5-728b-4b03-bcc5-955b4a3b3854,Elegant Boxy Tee,T-Shirts,Tiva,Green,XL,62.61,26.29,Female
1,35.78,75.03,38.2,App Mobile,Website Banner,mostlyc0-5626-48df-b03c-41c215e895f9,Vintage SibknSeee,T-Shirts,Tiva,White,XS,47.43,39.04,Female
1,43.15,52.52,18.7,App Mobile,App Mobile,mostlybf-bc16-49d6-badb-1277e00e6a43,Modern Ri-st ees,Sleepwear,Tiva,Green,XL,39.77,18.73,Female
1,69.56,64.51,49.26,E-commerce,Website Banner,mostly2f-9447-4f10-b94d-47f9098777fc,Calssic Satin Tee,Sleepwear,Tiva,White,S,70.58,30.48,Female
1,28.98,52.02,136.69,E-commerce,Website Banner,mostlya7-50e2-4e43-ab85-7526ff58a020,Elegant Ribbed Dress,Dresses,Tiva,Red,S,61.66,30.93,Female
1,40.92,75.26,70.59,App Mobile,Website Banner,mostly38-d35e-403c-b3ea-cfc3b01b5743,Bold WrHevCtess,T-Shirts,Tiva,Blue,S,64.11,23.3,Female
1,61.74,58.76,140.93,E-commerce,Website Banner,mostlyb5-76da-4e54-9587-58b9b995a3af,Modern Stin Trousers,Pants,Tiva,Green,L,63.3,39.33,Female
1,24.93,64.23,66.97,App Mobile,Social Media,mostly12-b6e5-4336-bc94-1b5cbcffce23,Soft High-Waist Seoe,Shoes,Tiva,Blue,XS,54.48,30.29,Female
1,42.05,28.89,38.8,App Mobile,App Mobile,mostlydc-9163-4d07-aad6-c47b28bd11cf,Bold Laaen Sete,Sleepwear,Tiva,Black,XS,63.17,24.0,Female
1,59.49,31.08,40.05,E-commerce,Website Banner,mostly52-b023-423f-9761-dfcdbe96edc1,Polished Cott-n Sst,Shoes,Tiva,Black,XS,79.55,50.11,Female
1,60.04,60.96,56.02,App Mobile,App Mobile,mostly14-f772-4976-8c75-11c83e412682,Vintage Silk Tee,T-Shirts,Tiva,Green,XL,41.76,24.16,Female
1,24.91,26.97,28.29,App Mobile,App Mobile,mostlyf2-e553-41c0-aba5-6f02e4d89c51,Modern Sil Tross,Shoes,Tiva,Blue,L,59.21,43.04,Female
1,58.21,39.83,162.12,App Mobile,Social Media,mostly9a-8c9e-4e24-9509-f8471305e41b,Tailored Silee Teours,Sleepwear,Tiva,Blue,38,32.06,41.45,Female
1,34.78,57.64,31.89,App Mobile,App Mobile,mostly85-0881-4ca4-bce9-4631afb3e170,Elegant Wrap Tee,T-Shirts,Tiva,Blue,XS,76.22,46.53,Female
1,40.67,17.68,40.84,App Mobile,Website Banner,mostly11-9d2c-4c6a-8625-b00b2bc36d58,Vellxee Wrap Set,Sleepwear,Tiva,Black,S,54.73,27.92,Female
1,51.35,45.88,61.6,E-commerce,Website Banner,mostly10-6d34-4383-a0a5-88a75ddd3141,Polished Satin See,T-Shirts,Tiva,Green,S,37.01,14.13,Female
1,58.6,47.27,59.58,App Mobile,App Mobile,mostlya1-569d-4d3c-b518-6baab2f05a20,Essential i Terst e,Pants,Tiva,Black,S,51.49,24.35,Female
1,81.06,40.82,37.28,E-commerce,Website Banner,mostlya4-f43e-4e01-9f64-44ade7005bea,Polished Linen Teo,T-Shirts,Tiva,Black,XS,72.7,45.16,Female
1,56.71,51.3,131.35,App Mobile,App Mobile,mostlyda-4d20-49a5-a71c-fcda4f665d6d,Modern Soeeveess e,T-Shirts,Tiva,Blue,XS,78.79,27.34,Female
1,59.22,40.93,37.27,App Mobile,App Mobile,mostlyf0-c24f-473c-b211-a2b9f219ae2b,Relaxed Wrap Trousers,Pants,Tiva,Red,XS,57.12,22.1,Female
1,73.54,33.45,66.05,App Mobile,App Mobile,mostlyae-f3e4-4f05-bc96-aa955ce303d6,Elegant Cotton Dress,Dresses,Tiva,Black,XS,30.76,35.5,Female
1,34.34,40.39,56.97,E-commerce,Website Banner,mostly8a-0aae-4ea9-b67e-8ec69a35bcd3,Classic High-Waist Sete,Sleepwear,Tiva,Green,XS,59.36,23.86,Female
1,51.62,74.99,64.9,App Mobile,Website Banner,mostlyb2-1386-4bb2-a5f4-d1955fa48fe5,Bold Crtion Shoes,Shoes,Tiva,Black,XS,49.47,34.51,Female
1,23.08,17.44,75.36,E-commerce,Website Banner,mostly27-8b91-4712-bab4-65e4d0d4b534,Polished Wrap Dress,Shoes,Tiva,Black,36,36.5,31.53,Female
1,45.45,38.05,27.81,E-commerce,Website Banner,mostly68-7c29-45e7-84f7-dede3df360d4,Modern Sleeoeousers,Shoes,Tiva,Red,XS,60.22,45.43,Female
1,38.35,63.57,63.98,E-commerce,App Mobile,mostly3d-af2b-4237-99d2-d9615d40e713,Classic Coet Set,Sleepwear,Tiva,Black,M,53.83,20.08,Female
1,52.08,66.66,50.79,App Mobile,App Mobile,mostlye5-d004-4642-aae9-755b29e4e4d6,Poldshed Watin Teo,T-Shirts,Tiva,Green,S,62.04,11.83,Female
1,55.34,39.16,52.23,E-commerce,Website Banner,mostlye3-de57-48f9-9ab9-14725d5676dc,Modern Boten Shoes,Sleepwear,Tiva,Red,L,51.62,46.46,Female
1,30.03,40.2,63.81,E-commerce,Website Banner,mostlyca-f75d-41b5-ae24-223ee24c7511,Elegant Saben lee,T-Shirts,Tiva,White,S,51.04,49.62,Female
1,41.17,41.28,129.22,App Mobile,App Mobile,mostly07-9702-4440-8706-d5f89a35719b,Modern Lre Drousrs,Shoes,Tiva,Green,38,78.24,15.56,Female
1,59.14,67.12,49.99,E-commerce,Website Banner,mostly74-b05b-45d3-a1ff-5b67961f3f12,Modern Rr Tresse,Shoes,Tiva,Red,XL,62.45,27.33,Female
1,40.61,56.33,60.52,App Mobile,App Mobile,mostlyea-a7bd-4949-8119-05d135f49ce9,Essential ibh  reu,T-Shirts,Tiva,Blue,XS,38.16,26.85,Female
1,58.61,29.2,49.81,App Mobile,Email,mostlyc8-18cf-4535-a094-8e30a4ddf6e7,Modern Riabe Treus,T-Shirts,Tiva,Red,XS,50.85,25.8,Female
2,64.48,67.68,47.03,E-commerce,Website Banner,mostly8b-b1f6-40ad-aeb0-bd083f1b32e3,Essential Wne Treusers,Pants,Tiva,White,XS,53.89,18.62,Female
1,50.53,50.38,50.63,App Mobile,App Mobile,mostly18-cad4-4671-b978-3f8c08ec1931,Polished Linen See,Dresses,Tiva,Blue,S,30.39,18.18,Female
1,56.7,74.26,61.16,App Mobile,App Mobile,mostlyd1-cf07-4995-9207-0c254e1076cd,Modern Rinen Set,Sleepwear,Tiva,Red,XL,35.7,10.46,Female
1,33.84,51.24,50.71,E-commerce,Website Banner,mostlya3-ba05-4e3e-a1de-9e16354d71bf,Polished Satin  rrus,Dresses,Tiva,Green,S,48.88,33.65,Female
1,55.93,58.16,60.09,E-commerce,Website Banner,mostlya9-7b89-4e60-a9eb-d4b570b4ece0,Vintage Sleeveless Tee,T-Shirts,Tiva,White,M,44.84,18.32,Female
1,47.99,43.11,39.05,App Mobile,App Mobile,mostly2f-c2db-4dbb-b59e-eaae0ea6809c,Classic High-Waist Set,Sleepwear,Tiva,Green,XL,46.36,25.05,Female
1,49.96,53.25,38.48,E-commerce,Website Banner,mostlye8-7751-4fe6-b095-26a5fce03e4f,Vintage Satin Set,Sleepwear,Tiva,Black,XL,71.41,24.23,Female
1,43.94,42.14,76.8,E-commerce,Website Banner,mostlyf8-cc8c-4947-9d23-05ba594d03c6,Polished Crei SeT,T-Shirts,Tiva,Red,XS,61.66,18.53,Female
1,40.72,70.91,58.99,App Mobile,App Mobile,mostly82-666c-4aad-ad52-db6e59a6538b,Essential Siaiste,Sleepwear,Tiva,Black,XL,44.47,16.24,Female
1,50.64,52.53,24.09,App Mobile,App Mobile,mostly26-06e8-4e8b-bf4f-47c5c1dd0299,Vintage Wrap See,T-Shirts,Tiva,Red,XS,52.6,10.58,Female
1,66.88,25.88,47.06,E-commerce,Website Banner,mostly89-b1fa-4dd3-8229-00c3d7a82ee8,Relaxed Crew Tee,T-Shirts,Tiva,Red,XL,50.73,33.11,Female
1,63.9,51.48,40.95,E-commerce,Website Banner,mostly25-d310-4fd3-a9b0-3877664f1fd3,Essential Sote res,Dresses,Tiva,Green,S,38.38,38.14,Female
1,53.46,32.17,58.23,E-commerce,Website Banner,mostly37-5678-4a41-9530-a848b4225fa8,Classic Crew Tee,T-Shirts,Tiva,Blue,S,30.03,17.95,Female
1,39.55,55.13,159.5,App Mobile,App Mobile,mostly01-bf6e-4a8b-a471-057cd2078df3,Classic Satin Set,Sleepwear,Tiva,White,M,39.69,30.75,Female
1,55.93,26.68,60.23,E-commerce,Website Banner,mostlye8-b4ba-45b4-b385-2436c390876d,Soft High-Waist Trousers,Pants,Tiva,Green,M,57.64,21.88,Female
1,50.1,48.2,47.84,E-commerce,Website Banner,mostly22-8279-4c1d-a9b1-4fe4f8b49e48,Relaxed Cotton Srt,Sleepwear,Tiva,Blue,L,70.43,13.39,Female
1,39.19,64.72,74.3,E-commerce,Website Banner,mostlyf1-93f9-4599-9c08-80fbfc615acb,Modern StSn Ttousers,Pants,Tiva,White,L,39.28,20.24,Female
1,39.19,30.54,37.94,App Mobile,App Mobile,mostlyf8-0d23-4411-a98e-81a991faa067,Relaxed SBtin Tue,Sleepwear,Tiva,White,S,52.31,30.72,Female
1,61.05,61.16,42.89,App Mobile,App Mobile,mostlye7-1f54-477f-a314-29ab712f2a53,Soft Sitkn Stoes,Sleepwear,Tiva,Black,M,59.88,37.34,Female
1,55.02,50.62,28.17,E-commerce,Website Banner,mostlyea-4b3c-44dd-9ef0-516fb663d971,T-Shirts Drop,T-Shirts,Tiva,Red,M,38.36,11.35,Female
1,66.5,40.76,66.09,E-commerce,Website Banner,mostly36-061b-4e2f-84e5-65312fd91bfd,Soft Hibh-Waist Deess,Pants,Tiva,Green,L,58.76,31.11,Female
1,50.66,44.17,78.73,App Mobile,App Mobile,mostly00-30bf-4c3b-8a88-3964b7ae88cd,Bold Saap Shee,Sleepwear,Tiva,White,35,66.64,24.33,Female
1,25.29,29.22,54.96,E-commerce,Website Banner,mostlyd3-8ae6-4cad-9553-62704e1d0520,Relaxed Satin Shoes,Shoes,Tiva,White,35,31.81,31.82,Female
1,38.49,33.73,33.46,App Mobile,App Mobile,mostly70-bfff-4401-8457-455d4c667a3c,Elegant Silk Tee,T-Shirts,Tiva,Red,L,50.66,34.67,Female
1,45.97,67.21,60.34,E-commerce,Website Banner,mostlycb-9391-46b6-9014-5d10e43b1eba,Relaxed Wrap Shoess,Shoes,Tiva,Black,36,38.57,30.33,Female
2,66.56,42.5,32.42,App Mobile,Website Banner,mostly63-5221-41cc-850a-8d9cc3d730bd,Soft High-Waist Set,Shoes,Tiva,Red,XS,42.71,30.34,Female
1,56.71,62.55,60.79,E-commerce,Website Banner,mostly47-4a42-474c-b526-89646f1f096f,Modern Ci Dress,Dresses,Tiva,Green,38,33.81,46.4,Female
1,44.24,25.06,35.76,App Mobile,App Mobile,mostly3e-57d9-462c-93db-1c450df5be46,Relaxed Hoxy Shoes,Shoes,Tiva,White,38,78.36,29.81,Female
1,37.1,36.55,59.9,App Mobile,Social Media,mostly96-08e8-495d-97a0-b5e2eac8b39c,Pofished Satin Shoes,Shoes,Tiva,Black,XS,33.72,35.66,Female
1,47.75,50.65,40.93,E-commerce,Website Banner,mostly62-540c-488b-909d-284b2dbb291e,Vintage Silk Tre,T-Shirts,Tiva,Black,XL,68.21,24.24,Female
1,57.4,28.36,38.13,App Mobile,App Mobile,mostly73-b829-4a63-b4c2-44b79ccce48a,Moft Wrtin Te,Sleepwear,Tiva,White,XS,49.46,21.09,Female
1,31.06,19.58,57.15,App Mobile,App Mobile,mostlyb2-bf4f-4d98-a2fd-29e8ec1e2b57,Vintage Rrew Tee,T-Shirts,Tiva,Blue,XL,51.89,25.44,Female
1,51.0,33.51,39.68,E-commerce,Website Banner,mostly0a-a522-4b33-a5d6-8115e887b402,Vintage Sltin Shoes,Shoes,Tiva,Black,36,63.16,27.09,Female
1,24.56,29.41,146.68,App Mobile,App Mobile,mostlyd7-ee37-4638-8312-71d91bb5f250,Eseeati lrothohsees,Shoes,Tiva,Black,36,30.91,30.21,Female
1,40.11,40.86,43.44,App Mobile,App Mobile,mostly0b-5491-486d-9b5c-2df4f94c4d11,Soft Cotton Set,Sleepwear,Tiva,Blue,S,43.23,31.67,Female
1,29.07,35.17,42.94,App Mobile,Social Media,mostly2f-9bb1-41dd-aa8e-62fedb25b734,Elegant Sile Seess,Dresses,Tiva,Green,XS,50.43,17.62,Female
1,50.59,43.39,51.31,App Mobile,Social Media,mostlycf-4b57-4a7e-b679-fc4dcfb2904b,Vintage Ribbed Treuss,Pants,Tiva,Black,S,70.75,10.11,Female
1,65.77,31.38,40.75,E-commerce,Website Banner,mostly13-d71c-41af-838e-f8154936faf6,Polished Satin Trousers,Pants,Tiva,Green,L,49.1,24.99,Female
1,65.58,64.73,136.06,App Mobile,Website Banner,mostlyba-f7f1-4ff0-9ec0-47ff028cd641,Classic Wrap Tre,Dresses,Tiva,Green,S,43.09,20.74,Female
1,64.78,51.38,51.92,App Mobile,App Mobile,mostly0f-340a-49f6-8093-01be6043e350,T-SeireWSatin Dress,Dresses,Tiva,White,S,44.06,44.75,Female
1,44.05,67.82,31.57,App Mobile,Website Banner,mostly4e-5d1b-46e6-aaa0-6550b712ac4d,Modern Se Trousers,Pants,Tiva,Green,M,39.57,34.72,Female
1,59.06,67.95,33.78,E-commerce,Website Banner,mostly4b-406b-4ced-bc68-3f15e682a533,Essential Crp Sse,Sleepwear,Tiva,Black,XL,28.06,45.8,Female
1,54.93,31.19,50.34,E-commerce,Website Banner,mostly9e-1bdb-46ee-a0d3-ef1be9a184db,Modern CieS Dress,Dresses,Tiva,White,L,50.45,46.24,Female
1,30.64,41.93,44.85,E-commerce,Website Banner,mostly72-d1d2-4130-aa81-10cccdbeb255,Vintage Saee Tless De,T-Shirts,Tiva,White,XL,48.61,23.24,Female
1,44.41,40.23,24.17,E-commerce,Website Banner,mostlyb3-f95c-4959-b12c-0311ec3ccb2b,Bold Riben  et,T-Shirts,Tiva,Black,XS,57.37,32.29,Female
1,59.85,53.52,60.25,App Mobile,Social Media,mostlyd4-985e-4e0a-8576-183447b856e7,Modern Sie,Sleepwear,Tiva,Green,XL,61.92,19.68,Female
1,47.44,36.96,39.22,E-commerce,Website Banner,mostly39-c3b9-4d90-b64d-cfca67a229ed,Tailored Riben Teee,T-Shirts,Tiva,White,S,54.81,26.5,Female
1,69.87,53.7,57.3,E-commerce,Website Banner,mostlybc-c6d8-4d5d-a478-217469ef1e13,Polished SreieTee,T-Shirts,Tiva,White,S,50.29,22.44,Female
1,58.25,52.86,58.09,App Mobile,Website Banner,mostlydc-0d8b-490b-a076-8cec3988dbee,Modern Sto Shs,Sleepwear,Tiva,Red,L,34.94,30.59,Female
1,49.0,58.56,34.74,App Mobile,App Mobile,mostly39-c41c-491b-8b7e-a667d014f68a,Bodern Sl Shoes,Dresses,Tiva,Red,L,54.43,45.87,Female
2,22.96,59.05,133.08,E-commerce,Website Banner,mostly37-c2e5-41d6-9711-5d1c93b7d33f,Polished Rinbed Tee,Sleepwear,Tiva,White,S,52.62,25.85,Female
1,31.3,51.47,62.74,E-commerce,Website Banner,mostlyf9-27aa-448b-b40a-665c4ccc3fa8,Modern Bi Trousers,Pants,Tiva,Green,XS,65.1,16.76,Female
1,52.16,33.46,50.69,App Mobile,Website Banner,mostlye4-7718-4ad1-b22e-7b33efd9de34,Polished Boxy dress,Dresses,Tiva,Green,S,46.47,20.54,Female
1,47.58,30.07,51.2,E-commerce,Website Banner,mostly40-355d-437d-8f3e-3f06a1287f1d,Vintage High-Waist Set,Sleepwear,Tiva,White,S,59.53,37.02,Female
1,38.2,44.51,38.39,App Mobile,App Mobile,mostly70-1d32-40e1-a72f-79d7919bda24,Essential Cre ee,Shoes,Tiva,Black,XS,62.93,28.47,Female
1,62.21,48.95,62.96,App Mobile,App Mobile,mostly43-5114-447a-9665-581718a483b9,Modern Sil Droes,T-Shirts,Tiva,White,XL,40.95,19.69,Female
1,47.58,46.77,31.86,App Mobile,App Mobile,mostly2b-bc00-4727-abbd-2de6c8709ac1,Bold CotiR  es,T-Shirts,Tiva,Blue,XS,49.92,24.02,Female
2,45.07,33.7,58.23,E-commerce,Website Banner,mostly3d-73a2-4c09-9039-43f6ae5cc41c,Bold Soteox SSres,Shoes,Tiva,Green,XS,30.07,34.26,Female
1,52.2,27.24,33.0,App Mobile,App Mobile,mostlyda-e1f7-4cb1-aa47-a40ebc64b0ac,Elegant Sleeveless Dress,Pants,Tiva,Black,L,42.28,16.07,Female
1,59.48,59.56,49.01,App Mobile,App Mobile,mostlyea-ad96-44c8-9e0b-44a5c5804454,Relaxed Satin Set,Sleepwear,Tiva,Red,S,50.68,50.3,Female
1,59.88,61.93,133.36,App Mobile,App Mobile,mostly80-400c-4b58-a45f-e5883c74ce2b,Modern Soin Trousers,Pants,Tiva,Blue,L,63.63,32.1,Female
1,54.7,40.17,51.0,E-commerce,Website Banner,mostly4d-1fc5-46e0-9384-8f0ca21cf7e9,Modern Ribe Srtusers,Dresses,Tiva,Red,XL,39.52,50.62,Female
1,76.2,38.04,38.73,E-commerce,Website Banner,mostlyd0-b38c-46ee-be04-e419de4aa0d9,Elegant Crew hee,Shoes,Tiva,Green,L,47.7,16.07,Female
1,39.21,47.63,53.46,App Mobile,App Mobile,mostly08-14b3-408d-8f55-7633886b5366,Eeegant Sleeveless Tee,T-Shirts,Tiva,White,S,56.74,32.51,Female
1,80.81,29.76,48.69,E-commerce,Website Banner,mostly14-250b-423b-adfa-60f2d3d81caf,Tssential ieeaits ree,T-Shirts,Tiva,Black,S,45.66,44.36,Female
1,53.13,58.73,147.18,App Mobile,App Mobile,mostly4a-f3f6-4b68-98c8-10a6655f856c,Elegant Boxy Trousers,Pants,Tiva,Blue,S,39.52,23.33,Female
1,51.71,64.88,45.18,App Mobile,Email,mostly1e-b838-49f5-890c-d4142f1ec70f,Dodern Sreleress se,Dresses,Tiva,Blue,XS,51.66,26.0,Female
1,45.48,47.24,48.54,E-commerce,Website Banner,mostly73-7267-4e24-8b95-64b40cdcd1f2,Polished Woxy Shoes,Shoes,Tiva,Black,40,46.32,50.03,Female
1,44.08,46.95,26.72,App Mobile,App Mobile,mostly4b-f0a1-4eb0-a6ba-672207398c2e,Polished Satin Treusers,Pants,Tiva,Green,XS,57.21,32.86,Female
1,42.66,57.2,43.14,E-commerce,Email,mostlya0-35fa-4100-b88a-7e0f0d912c9b,Bold Satin Too,Sleepwear,Tiva,Red,L,69.64,32.15,Female
1,22.99,59.15,52.22,App Mobile,App Mobile,mostly76-95ce-41e1-a900-d20be4c4f49b,Modern Crt Dress,Shoes,Tiva,Red,XS,30.98,26.1,Female
1,34.83,34.57,41.43,App Mobile,App Mobile,mostlyc9-5906-4ddb-91f4-c181705503bc,Polished Sleeveless Te,Sleepwear,Tiva,Black,XS,65.56,25.59,Female
1,61.27,52.45,39.69,App Mobile,Website Banner,mostly62-7ab6-4939-82ba-f0bcc13d6db4,Clfssic Boxy Tet,Sleepwear,Tiva,Red,XL,71.32,22.43,Female
1,78.13,39.14,41.16,E-commerce,Website Banner,mostlyaf-a375-4aef-982b-6df315a73a94,Essential Sivn Tee,T-Shirts,Tiva,Black,M,43.4,26.13,Female
1,46.31,56.57,37.24,App Mobile,Email,mostly8b-1d46-4d6b-8ddd-f9a9df0bc469,Tailored Wrap Shoes,Shoes,Tiva,Black,L,34.21,27.15,Female
1,22.96,46.42,62.66,App Mobile,Website Banner,mostly9b-9824-4b86-bc6b-a6b69f4d4e08,Modern Sl See,T-Shirts,Tiva,Green,XS,33.61,36.51,Female
1,49.03,51.18,68.7,E-commerce,Website Banner,mostlyeb-9d64-4352-8d5b-71aae0f0d53e,Classic Boxy Tee,T-Shirts,Tiva,Black,S,41.15,17.72,Female
1,60.28,43.23,57.23,E-commerce,Website Banner,mostly27-f449-47c4-a731-70b3b0dc4c8d,Relaxed Sleeveless Teess,T-Shirts,Tiva,White,L,50.88,28.97,Female
